IT8.7/2
ORIGINATOR "Wolf Faust"
DESCRIPTOR "L* a* b* Batch average data (light D65, viewing angle 2)"
MANUFACTURER "Wolf Faust - http://www.coloraid.de"
CREATED "January 07, 2002"
PROD_DATE "2001:12"
SERIAL "DIN A4  R012020"
MATERIAL "Kodak Professional Digital 3 - Non-Glossy"
NUMBER_OF_FIELDS 9
BEGIN_DATA_FORMAT
SAMPLE_ID   XYZ_X   XYZ_Y   XYZ_Z          LAB_L   LAB_A   LAB_B          LAB_C   LAB_H
B6          13.17   10.24    4.62          38.27   23.55   17.08          29.09   35.95
B7          15.69   10.41    2.71          38.56   37.79   30.06          48.28   38.50
B8          18.38   10.07    1.21          37.98   55.09   44.16          70.60   38.72
B9          39.30   39.53   37.16          69.13    3.77   -6.50           7.52   300.07
B10         40.88   39.39   33.49          69.03    9.09   -1.47           9.21   350.82
B11         42.58   39.45   30.09          69.07   14.06    3.79          14.57   15.10
B12         44.70   39.23   25.08          68.92   20.98   11.95          24.14   29.65
B13         70.38   77.24   88.66          90.44   -8.58  -21.34          22.99   248.08
B14         72.82   72.72   87.44          88.31    5.70  -24.05          24.72   283.34
B15         74.97   81.01   73.63          92.14   -6.35   -6.09           8.80   223.81
B16         62.59   66.16   70.11          85.08   -2.77  -15.15          15.41   259.63
B17         68.44   69.31   69.95          86.65    3.55  -12.30          12.80   286.10
B18         66.66   74.78   71.55          89.29  -11.72   -9.18          14.89   218.07
B19         64.77   66.81   84.72          85.41    0.79  -26.93          26.94   271.69
B20          2.30    1.71    0.90          13.92   15.05    7.21          16.68   25.58
B21          7.09    4.29    1.02          24.63   34.27   23.90          41.78   34.88
B22         26.45   23.07   14.38          55.13   18.25   10.96          21.29   30.98
C1           3.92    3.97    2.66          23.57    1.23    4.62           4.79   75.09
C2           4.05    3.88    1.64          23.25    4.58   13.59          14.34   71.39
C3           4.76    4.37    1.33          24.84    7.38   19.95          21.27   69.69
C4           4.16    3.87    1.29          23.24    6.24   17.73          18.80   70.61
C5          21.63   21.37   13.14          53.34    4.91   11.18          12.21   66.28
C6          23.37   21.44    6.55          53.42   12.54   33.75          36.00   69.62
C7          25.54   21.75    2.87          53.76   20.38   54.99          58.64   69.66
C8          25.95   21.54    2.23          53.53   23.07   59.89          64.17   68.94
C9          45.84   47.24   40.90          74.34    0.81   -2.50           2.63   287.81
C10         46.87   47.29   33.83          74.38    3.58    7.25           8.09   63.75
C11         47.55   46.86   27.04          74.10    6.67   17.45          18.68   69.10
C12         49.20   47.12   20.57          74.27   10.47   29.75          31.54   70.62
C13         62.16   70.69   85.98          87.34  -13.48  -24.59          28.04   241.26
C14         67.42   63.41   83.55          83.66   14.22  -29.00          32.30   296.12
C15         72.36   79.11   61.16          91.28   -8.06    3.98           9.00   153.75
C16         49.06   51.70   54.59          77.10   -2.15  -13.75          13.91   261.14
C17         60.72   58.75   55.90          81.15    9.81   -8.14          12.75   320.31
C18         56.36   66.66   58.53          85.33  -18.69   -3.66          19.04   191.07
C19         53.47   54.03   78.55          78.48    3.55  -33.84          34.03   276.00
C20          1.41    1.27    0.90          11.02    5.65    2.23           6.08   21.56
C21         20.52   15.86    5.45          46.78   27.88   27.41          39.10   44.51
C22         32.50   30.37   21.17          61.97   11.91    7.35          14.00   31.68
D1           3.59    3.96    2.69          23.51   -3.31    4.21           5.36   128.10
D2           3.49    3.88    1.63          23.27   -4.01   13.71          14.28   106.28
D3           4.24    4.70    1.46          25.87   -3.99   20.13          20.52   101.21
D4           3.52    3.91    1.36          23.35   -3.86   16.95          17.40   102.81
D5          24.55   26.59   16.84          58.59   -4.63   10.86          11.80   113.10
D6          24.13   26.58    9.13          58.58   -6.42   32.59          33.22   101.15
D7          23.93   26.81    4.32          58.81   -8.17   54.16          54.77   98.59
D8          24.00   26.60    2.84          58.60   -7.03   63.64          64.03   96.31
D9          52.74   56.05   49.35          79.65   -3.35   -3.60           4.92   227.06
D10         51.96   55.91   38.38          79.56   -5.04    9.81          11.03   117.18
D11         51.59   55.91   30.80          79.56   -5.99   20.77          21.62   106.09
D12         50.28   55.92    7.16          79.58   -9.51   76.23          76.82   97.11
D13         53.71   63.52   82.35          83.72  -18.41  -27.94          33.46   236.62
D14         62.19   55.00   79.40          79.04   22.35  -33.58          40.34   303.65
D15         69.35   76.50   48.48          90.09   -9.30   15.41          17.99   121.12
D16         36.75   38.77   40.78          68.59   -2.08  -12.28          12.46   260.38
D17         53.33   49.22   42.86          75.59   15.67   -2.87          15.93   349.64
D18         46.44   58.22   46.08          80.86  -25.57    2.30          25.68   174.84
D19         43.39   42.95   72.03          71.52    5.88  -40.24          40.67   278.30
D20         12.29    9.63    3.13          37.19   22.32   24.48          33.13   47.64
D21         19.75   19.72   14.15          51.52    3.74    5.30           6.50   54.86
D22         35.80   35.09   24.43          65.81    6.73    7.77          10.28   49.12
E1           3.30    3.94    2.74          23.48   -7.72    3.84           8.63   153.57
E2           2.97    3.92    1.73          23.44  -13.23   12.93          18.51   135.66
E3           3.46    4.80    1.57          26.16  -16.92   19.32          25.68   131.22
E4           2.84    3.87    1.46          23.22  -14.63   15.58          21.37   133.18
E5          11.32   13.37    9.11          43.31  -10.80    6.33          12.51   149.61
E6          10.25   13.52    5.54          43.53  -19.77   21.41          29.13   132.72
E7           9.38   13.88    3.04          44.06  -28.93   37.02          46.98   128.01
E8           9.01   13.79    2.44          43.92  -31.42   41.50          52.06   127.13
E9          35.94   39.77   34.90          69.31   -7.88   -3.03           8.43   201.06
E10         34.35   39.58   29.41          69.17  -12.63    5.04          13.59   158.28
E11         33.10   39.59   24.09          69.18  -17.06   14.17          22.18   140.28
E12         28.48   39.75   11.07          69.29  -34.66   44.69          56.56   127.80
E13         46.01   56.56   78.51          79.93  -22.80  -31.30          38.72   233.94
E14         56.61   46.64   74.44          73.95   30.94  -38.14          49.11   309.04
E15         67.17   74.38   39.23          89.11   -9.80   25.11          26.96   111.31
E16         27.47   29.11   30.57          60.88   -2.37  -11.09          11.34   257.97
E17         46.75   40.88   32.85          70.09   21.72    1.31          21.75    3.46
E18         37.49   49.98   35.84          76.06  -31.86    7.25          32.67   167.18
E19         34.43   33.00   64.78          64.16    9.19  -46.28          47.19   281.23
E20         21.41   15.42    1.76          46.20   34.67   51.81          62.34   56.20
E21         15.08   13.01    3.06          42.78   16.02   34.63          38.16   65.16
E22         27.11   24.24    9.59          56.33   15.79   27.10          31.36   59.78
F1           1.31    1.75    1.57          14.13  -10.45   -1.48          10.56   188.02
F2           1.06    1.76    1.27          14.18  -18.96    2.15          19.08   173.54
F3           1.28    2.34    1.60          17.20  -24.63    3.59          24.90   171.72
F4           1.03    1.73    1.26          14.00  -19.23    2.12          19.34   173.73
F5           5.97    7.71    6.81          33.38  -15.10   -1.94          15.23   187.30
F6           4.90    7.81    5.73          33.58  -28.49    3.26          28.68   173.48
F7           4.13    8.27    4.75          34.52  -42.86    9.89          43.98   167.01
F8           3.40    8.23    3.90          34.47  -53.61   14.72          55.59   164.64
F9          35.65   39.67   39.85          69.23   -8.54   -9.95          13.12   229.32
F10         34.08   39.72   38.45          69.27  -14.00   -8.03          16.14   209.85
F11         32.54   39.87   36.86          69.38  -19.90   -5.68          20.69   195.92
F12         27.20   39.81   31.78          69.34  -39.92    1.63          39.96   177.67
F13         39.08   49.90   74.19          76.01  -26.59  -34.40          43.47   232.30
F14         51.28   39.12   69.43          68.84   39.42  -42.53          57.99   312.83
F15         64.77   71.79   30.08          87.87   -9.82   36.22          37.52   105.16
F16         19.63   20.77   21.75          52.69   -1.95   -9.80           9.99   258.72
F17         40.51   33.33   23.75          64.42   27.83    6.63          28.61   13.40
F18         29.79   42.41   26.99          71.16  -37.67   12.46          39.67   161.69
F19         26.81   24.70   57.58          56.77   12.70  -51.92          53.45   283.74
F20         23.70   23.58   14.25          55.66    4.34   12.19          12.94   70.41
F21         31.03   29.21   12.98          60.97   10.91   24.75          27.05   66.22
F22         35.22   34.00   18.88          64.96    8.46   17.27          19.23   63.91
G1           2.06    2.70    3.11          18.76  -11.10   -7.10          13.19   212.60
G2           1.77    2.79    3.33          19.18  -19.94   -7.90          21.45   201.63
G3           1.88    3.31    4.07          21.23  -26.07   -9.17          27.63   199.40
G4           1.63    2.81    3.46          19.25  -23.52   -8.71          25.08   200.32
G5           8.21   10.18   11.75          38.17  -13.53  -11.05          17.46   219.26
G6           7.11   10.30   12.15          38.37  -24.70  -11.88          27.41   205.68
G7           6.27   10.97   13.13          39.52  -38.28  -12.62          40.31   198.24
G8           5.38   10.96   14.13          39.51  -48.16  -15.35          50.55   197.67
G9          36.05   39.99   43.59          69.46   -8.16  -14.32          16.48   240.30
G10         34.16   39.95   44.55          69.43  -14.45  -15.56          21.23   227.13
G11         32.83   40.24   46.16          69.64  -20.02  -17.12          26.34   220.55
G12         28.31   40.31   48.13          69.69  -37.06  -19.36          41.81   207.57
G13         32.53   43.28   69.20          71.74  -30.11  -37.33          47.96   231.12
G14         46.37   32.72   64.28          63.94   47.17  -46.20          66.03   315.60
G15         62.78   69.41   23.02          86.70   -9.30   46.39          47.31   101.35
G16         13.44   14.32   14.94          44.68   -2.31   -8.52           8.83   254.78
G17         35.26   27.24   16.77          59.20   33.42   12.07          35.52   19.86
G18         23.23   35.53   20.08          66.16  -43.05   16.81          46.20   158.68
G19         20.37   17.77   50.33          49.22   16.68  -57.17          59.56   286.26
G20         32.80   32.70   17.58          63.91    4.58   18.34          18.91   76.00
G21         31.64   31.50   11.10          62.92    4.67   33.62          33.94   82.09
G22         43.04   42.02    3.21          70.88    7.63   82.00          82.35   84.68
H1           2.25    2.70    3.81          18.79   -7.20  -11.78          13.81   238.58
H2           2.10    2.76    5.09          19.06  -11.46  -18.58          21.83   238.34
H3           2.28    3.19    7.13          20.77  -15.14  -25.02          29.24   238.83
H4           2.01    2.81    6.13          19.28  -14.40  -23.23          27.32   238.22
H5           8.88   10.29   14.16          38.34   -8.39  -17.45          19.37   244.32
H6           8.16   10.27   18.10          38.31  -14.52  -26.98          30.63   241.72
H7           8.17   11.22   24.22          39.93  -21.47  -36.47          42.31   239.51
H8           7.89   11.52   30.17          40.44  -26.23  -45.70          52.70   240.14
H9          36.39   39.74   47.87          69.28   -6.29  -19.75          20.73   252.34
H10         35.67   39.94   52.05          69.43   -9.29  -24.23          25.95   249.03
H11         34.72   40.09   57.45          69.53  -12.99  -29.79          32.50   246.44
H12         32.95   40.76   68.53          70.00  -21.14  -39.70          44.97   241.96
H13         27.43   37.80   64.72          67.87  -32.70  -39.84          51.54   230.62
H14         41.60   26.92   59.00          58.90   54.98  -49.70          74.12   317.88
H15         60.95   66.97   17.13          85.48   -8.34   56.56          57.16   98.39
H16          9.14    9.71   10.22          37.31   -1.84   -7.75           7.97   256.70
H17         30.59   22.00   11.57          54.02   39.21   16.84          42.67   23.24
H18         18.13   29.80   14.73          61.48  -47.52   20.97          51.94   156.19
H19         15.45   12.48   43.74          41.98   21.62  -61.91          65.57   289.25
H20         37.56   39.48   18.34          69.09   -1.62   25.57          25.62   93.62
H21         28.77   30.61   24.57          62.17   -2.87    1.23           3.13   156.80
H22         32.02   36.36   13.25          66.79  -10.65   34.03          35.66   107.38
I1           3.87    3.99    6.75          23.63    0.34  -18.51          18.51   271.05
I2           4.09    4.06   10.40          23.86    2.59  -31.55          31.66   274.69
I3           4.43    4.11   15.00          24.04    6.46  -44.25          44.72   278.31
I4           5.09    4.30   22.91          24.66   12.36  -60.38          61.63   281.57
I5          12.90   13.47   18.43          43.47   -0.56  -18.81          18.82   268.27
I6          13.38   13.49   24.22          43.49    2.40  -30.34          30.44   274.51
I7          13.77   13.59   30.15          43.64    4.29  -40.14          40.37   276.09
I8          14.90   14.09   44.98          44.36    8.11  -59.31          59.87   277.77
I9          38.23   39.91   47.87          69.41   -0.79  -19.55          19.57   267.68
I10         38.70   40.08   52.45          69.53    0.15  -24.51          24.51   270.34
I11         39.17   40.31   57.83          69.69    0.94  -29.89          29.91   271.79
I12         40.03   40.69   70.45          69.96    2.53  -41.53          41.61   273.49
I13         22.62   32.33   59.58          63.62  -34.84  -42.15          54.69   230.43
I14         37.27   22.09   53.80          54.12   61.99  -52.52          81.25   319.73
I15         59.11   64.39   12.49          84.17   -7.02   66.13          66.50   96.06
I16          5.57    5.97    6.30          29.34   -2.10   -6.65           6.98   252.56
I17         26.77   17.93    7.42          49.41   44.26   23.17          49.97   27.64
I18         13.59   24.30   10.26          56.39  -51.81   24.98          57.53   154.26
I19         11.32    8.30   37.29          34.59   26.78  -66.25          71.47   292.01
I20         38.23   43.45   18.72          71.85  -11.39   29.50          31.62   111.10
I21          9.67   13.90    3.96          44.09  -26.72   30.92          40.86   130.83
I22         25.64   34.47   20.23          65.33  -29.02   15.05          32.70   152.59
J1           1.91    1.70    3.58          13.82    6.77  -18.85          20.03   289.76
J2           2.30    1.71    5.97          13.90   15.05  -31.77          35.14   295.35
J3           2.97    1.83   10.10          14.57   25.01  -46.57          52.86   298.24
J4           4.38    1.92   20.97          15.03   44.66  -73.18          85.73   301.39
J5          10.49   10.22   14.86          38.23    4.93  -19.42          20.04   284.23
J6          11.49   10.32   19.50          38.41   11.52  -29.84          31.98   291.11
J7          12.36   10.21   25.01          38.21   18.41  -40.88          44.83   294.25
J8          14.81   10.09   41.02          38.01   34.99  -65.32          74.10   298.18
J9          39.11   39.96   48.03          69.44    1.86  -19.68          19.77   275.39
J10         40.09   39.97   52.34          69.44    4.88  -24.52          25.01   281.26
J11         41.23   39.87   57.82          69.38    8.68  -30.44          31.66   285.91
J12         43.95   40.23   70.66          69.63   15.68  -42.27          45.09   290.35
J13         18.41   27.27   54.37          59.23  -36.31  -44.32          57.30   230.68
J14         33.19   17.91   48.66          49.38   68.59  -55.00          87.91   321.27
J15         57.27   61.55    8.56          82.67   -5.04   76.16          76.31   93.78
J16          3.19    3.44    3.65          21.72   -2.03   -5.65           6.01   250.28
J17         23.17   14.34    4.33          44.72   49.17   29.80          57.50   31.22
J18          9.82   19.29    6.78          51.02  -55.36   28.64          62.33   152.64
J19          8.21    5.25   31.30          27.43   32.75  -69.90          77.19   295.10
J20         27.48   36.70   26.36          67.05  -28.96    6.47          29.68   167.39
J21          4.02    7.72    2.02          33.39  -39.59   27.09          47.97   145.63
J22          1.23    1.95    1.19          15.23  -18.00    5.25          18.76   163.73
K1           4.59    3.86    6.12          23.20   12.24  -16.42          20.48   306.69
K2           6.02    4.04    8.87          23.82   26.67  -26.43          37.55   315.26
K3           7.37    4.04   12.37          23.79   40.68  -37.63          55.41   317.23
K4           8.03    4.09   14.12          23.97   46.11  -42.13          62.45   317.58
K5          14.52   13.30   17.99          43.20   10.82  -18.29          21.25   300.61
K6          16.79   13.38   22.70          43.32   23.48  -27.79          36.38   310.19
K7          18.95   13.29   27.50          43.19   35.56  -36.61          51.03   314.16
K8          26.25   13.72   44.28          43.83   66.16  -59.38          88.90   318.10
K9          40.20   39.70   47.72          69.25    6.04  -19.63          20.54   287.11
K10         42.65   39.96   51.89          69.44   12.69  -24.04          27.18   297.83
K11         44.45   39.41   56.58          69.05   19.64  -29.72          35.62   303.45
K12         50.04   39.34   69.70          69.00   35.45  -42.52          55.36   309.82
K13         14.77   22.49   48.83          54.55  -36.53  -46.27          58.96   231.71
K14         29.12   14.23   43.09          44.56   74.45  -56.64          93.55   322.74
K15         55.22   58.31    5.75          80.91   -2.51   84.81          84.84   91.70
K16          1.62    1.75    1.89          14.16   -1.93   -4.75           5.13   248.02
K17         19.91   11.31    2.32          40.11   53.68   35.94          64.60   33.80
K18          6.77   14.71    4.30          45.23  -57.68   30.87          65.41   151.85
K19          5.93    3.16   25.65          20.68   39.25  -72.22          82.20   298.52
K20          2.01    2.79    2.20          19.19  -14.06    0.93          14.09   176.25
K21          1.16    1.65    1.71          13.54  -12.70   -3.99          13.31   197.43
K22          1.51    2.01    3.31          15.56  -10.95  -14.00          17.79   231.99
L1           3.22    2.71    3.31          18.81   11.09   -8.44          13.93   322.70
L2           3.98    2.63    3.50          18.48   24.23  -10.32          26.34   336.93
L3           5.63    3.30    4.73          21.23   33.40  -12.95          35.83   338.83
L4           4.15    2.58    3.59          18.27   27.46  -11.23          29.67   337.76
L5          11.79   10.22   12.30          38.22   14.45  -12.55          19.14   319.01
L6          14.58   10.60   13.39          38.89   29.78  -14.45          33.10   334.13
L7          17.46   10.61   14.39          38.91   46.14  -17.04          49.20   339.74
L8          20.06    9.74   15.61          37.38   66.19  -22.77          70.00   341.02
L9          40.44   39.70   44.20          69.26    6.75  -15.43          16.84   293.63
L10         42.45   39.56   45.48          69.16   13.31  -17.15          21.70   307.81
L11         44.91   39.70   47.12          69.26   20.06  -18.93          27.59   316.67
L12         48.30   39.36   49.36          69.01   30.66  -21.94          37.70   324.41
L13         11.59   17.84   43.00          49.30  -34.72  -48.36          59.53   234.33
L14         24.88   10.99   37.01          39.56   78.83  -57.28          97.45   324.00
L15         52.55   54.06    3.59          78.50    1.11   92.58          92.58   89.31
L16          0.71    0.77    0.85           6.93   -1.42   -3.94           4.20   250.43
L17         16.73    8.77    1.06          35.53   56.81   42.08          70.69   36.52
L18          4.34   10.41    2.46          38.56  -57.33   32.08          65.69   150.77
L19          4.21    1.75   20.20          14.13   46.09  -73.16          86.46   302.21
L20          0.62    0.69    0.91           6.29   -2.06   -6.06           6.40   251.27
L21          0.80    0.77    1.09           6.91    2.36   -7.66           8.01   287.12
L22          1.64    1.31    1.54          11.36   10.57   -5.87          12.09   330.99
GS0         78.65   83.41   90.95          93.19   -3.50  -18.33          18.66   259.21
GS1         66.06   69.62   74.93          86.81   -2.37  -16.41          16.58   261.80
GS2         58.51   61.48   65.97          82.63   -1.87  -15.56          15.66   263.17
GS3         51.61   54.18   58.00          78.56   -1.67  -14.77          14.87   263.57
GS4         45.63   47.92   51.62          74.78   -1.67  -14.54          14.63   263.44
GS5         39.46   41.58   44.41          70.58   -1.99  -13.41          13.55   261.57
GS6         33.56   35.39   37.35          66.06   -2.02  -12.09          12.25   260.49
GS7         28.69   30.28   32.27          61.89   -1.97  -11.97          12.13   260.65
GS8         24.21   25.63   27.16          57.68   -2.17  -11.04          11.25   258.88
GS9         20.59   21.90   22.81          53.91   -2.48   -9.72          10.04   255.63
GS10        16.77   17.89   18.72          49.36   -2.62   -9.27           9.63   254.22
GS11        13.91   14.87   15.61          45.45   -2.62   -8.84           9.21   253.47
GS12        11.31   12.12   12.80          41.40   -2.71   -8.48           8.91   252.29
GS13         9.08    9.69   10.09          37.27   -2.13   -7.40           7.71   253.99
GS14         7.24    7.72    8.10          33.40   -1.94   -7.05           7.31   254.60
GS15         5.38    5.77    6.08          28.81   -2.10   -6.56           6.88   252.30
GS16         4.17    4.46    4.67          25.13   -1.80   -5.83           6.10   252.74
GS17         3.11    3.34    3.58          21.37   -2.04   -5.81           6.17   250.61
GS18         2.21    2.39    2.54          17.41   -2.13   -5.03           5.46   247.07
GS19         1.54    1.67    1.77          13.66   -1.96   -4.39           4.81   246.06
GS20         1.02    1.12    1.18           9.91   -1.98   -3.88           4.36   243.05
GS21         0.82    0.89    0.95           8.02   -1.59   -3.71           4.03   246.76
GS22         0.61    0.66    0.81           5.96   -0.72   -5.06           5.11   261.85
GS23         0.54    0.58    0.79           5.24   -0.94   -5.83           5.90   260.79
END_DATA
